_id,href,status,auctionDate,auctionId,adjustedMmrPrice,baseMmrPrice,auctionPrice,auctionTypes,carName,city,color,drivetrain,engine,fuelType,make,model,odometer,transmission,trim,vin,year
5fb35e574880f7092047c1a5,https://app.acvauctions.com/auction/2093260,4,10/12/2020,2093260,"$30,800 ","$28,100 ","$23,500 ",GREEN YELLOW,2019 Nissan Frontier PRO-4X,"Baytown, TX",Red,4WD,4.0L V6 MPI DOHC,Gas,Nissan,Frontier,5350,Automatic,PRO-4X,1N6AD0EV8KN710019,2019
5fb351d24880f7092047bd16,https://app.acvauctions.com/auction/2162994,4,10/28/2020,2162994,"$76,400 ","$73,700 ","$71,200 ",GREEN YELLOW,2019 Mercedes-Benz S-Class S560,"Brooklyn, NY",White,AWD,4.0L V8 DI 2-T/C,Gas,Mercedes-Benz,S-Class,19985,Automatic,S560,WDDUG8GB7KA438682,2019
5fb356334880f7092047c042,https://app.acvauctions.com/auction/2112949,4,10/15/2020,2112949,"$12,450 ","$12,500 ","$11,950 ",GREEN YELLOW,2017 Jeep Compass Latitude,"Irwin, PA",Blue,4WD,2.4L I-4 SFI DOHC,Gas,Jeep,Compass,38888,Automatic,Latitude,1C4NJDEB2HD210026,2017
,,,,,,,,,,,,,,,,,,,,,
5fb346e2bb0128181cc8d4f7,https://app.acvauctions.com/auction/2233177,4,11/16/2020,2233177,"$6,450 ","$3,850 ","$4,100 ",GREEN YELLOW,2008 Honda Pilot EX-L,"Indianapolis, IN",Gray,4WD,3.5L V6 MPI SOHC VTEC,Gas,Honda,Pilot,47990,Automatic,EX-L,5FNYF18558B019857,2008
,,,,,,,,,,,,,,,,,,,,,
5fb357274880f7092047c062,https://app.acvauctions.com/auction/2112626,4,10/15/2020,2112626,"$10,850 ","$10,200 ","$6,300 ",GREEN YELLOW,2015 Subaru Impreza Base,"Huntington, NY",Silver,AWD,2.0L H-4 SMPI DOHC,Gas,Subaru,Impreza,52233,Automatic,Base,JF1GPAA6XFH285342,2015
,,,,,,,,,,,,,,,,,,,,,
5fb35a014880f7092047c0bb,https://app.acvauctions.com/auction/2107971,4,10/15/2020,2107971,"$1,625 ",$825 ,"$1,450 ",GREEN YELLOW,2007 Chevrolet Cobalt LS,"Johnstown, PA",Silver,FWD,2.2L I-4 MPI DOHC,Gas,Chevrolet,Cobalt,52325,Automatic,LS,1G1AK15F977298706,2007
,,,,,,,,,,,,,,,,,,,,,
5fb352304880f7092047bda5,https://app.acvauctions.com/auction/2154049,4,10/26/2020,2154049,"$36,300 ","$37,700 ","$31,700 ",GREEN YELLOW,2017 Toyota Tundra Limited,"Fuquay Varina, NC",Gray,4WD,5.7L V8 EFI DOHC Flex,Flex,Toyota,Tundra,54334,Automatic,Limited,5TFHW5F18HX618068,2017
,,,,,,,,,,,,,,,,,,,,,
5fb34e394880f7092047b86b,https://app.acvauctions.com/auction/2226154,4,11/12/2020,2226154,"$9,475 ","$7,850 ","$7,100 ",GREEN YELLOW,2016 Chrysler 200 Limited,"Scranton, PA",Blue,FWD,2.4L I-4 SMPI DOHC VVT,Gas,Chrysler,200,56300,Automatic,Limited,1C3CCCAB2GN151204,2016
,,,,,,,,,,,,,,,,,,,,,
5fb351fe4880f7092047bd5f,https://app.acvauctions.com/auction/2158547,4,10/27/2020,2158547,"$5,425 ","$3,650 ","$3,900 ",GREEN YELLOW,2013 Chevrolet Cruze LT,"Milford, CT",Black,FWD,1.4L I-4 MFI DOHC T/C,Gas,Chevrolet,Cruze,58012,Automatic,LT,1G1PC5SB2D7309122,2013
,,,,,,,,,,,,,,,,,,,,,
5fb49a7e2f9e150d78526ede,https://app.acvauctions.com/auction/2242367,4,11/17/2020,2242367,"$4,525 ","$3,025 ","$3,400 ",GREEN YELLOW,2013 Ford Focus SE,"Fairfield, CT",Silver,FWD,2.0L I-4 DI Ti-VCT,Gas,Ford,Focus,58782,Automatic,SE,1FADP3K20DL128889,2013
,,,,,,,,,,,,,,,,,,,,,
5fb34f6e4880f7092047ba2c,https://app.acvauctions.com/auction/2203637,4,11/6/2020,2203637,"$7,050 ","$4,600 ","$6,350 ",GREEN YELLOW,2012 Ford Transit Connect XLT,"Fairview, NJ",Pearl,FWD,2.0L I-4 SMPI DOHC,Gas,Ford,Transit Connect,59539,Automatic,XLT,NM0LS7DN9CT096393,2012
,,,,,,,,,,,,,,,,,,,,,
5fb356334880f7092047c043,https://app.acvauctions.com/auction/2112942,4,10/15/2020,2112942,"$7,600 ","$6,075 ","$4,550 ",GREEN YELLOW,2014 Ford Fusion SE Hybrid,"Quarryville, PA",Blue (Dark),FWD,2.0L I-4 SMPI DOHC Hybrid,Hybrid,Ford,Fusion,60222,Automatic,SE Hybrid,3FA6P0LU6ER296014,2014
,,,,,,,,,,,,,,,,,,,,,
5fb353604880f7092047bed6,https://app.acvauctions.com/auction/2135228,4,10/21/2020,2135228,"$10,650 ","$10,650 ","$5,900 ",GREEN YELLOW,2017 Chevrolet Malibu LS,"Fairfield, CT",Gray,FWD,1.5L I-4 DI DOHC T/C,Gas,Chevrolet,Malibu,60367,Automatic,LS,1G1ZB5ST8HF226665,2017
,,,,,,,,,,,,,,,,,,,,,
5fb352d94880f7092047be07,https://app.acvauctions.com/auction/2146138,4,10/23/2020,2146138,"$10,350 ","$7,725 ","$8,700 ",GREEN YELLOW,2014 Nissan Maxima SV,"Philadelphia, PA",Brown,FWD,3.5L V6 MPI DOHC,Gas,Nissan,Maxima,61324,Automatic,SV,1N4AA5AP2EC478782,2014
,,,,,,,,,,,,,,,,,,,,,
5fb34eea4880f7092047b972,https://app.acvauctions.com/auction/2215029,4,11/10/2020,2215029,"$3,050 ","$1,775 ","$1,650 ",GREEN YELLOW,2008 Ford Focus S,"Saint Marys, PA",Blue (Light),FWD,2.0L I-4 SFI DOHC,Gas,Ford,Focus,62053,Automatic,S,1FAHP34N28W264079,2008
,,,,,,,,,,,,,,,,,,,,,
5fb367204880f7092047c284,https://app.acvauctions.com/auction/2081494,4,10/8/2020,2081494,"$6,150 ","$3,675 ","$5,350 ",GREEN YELLOW,2004 Dodge Ram 1500 SLT,"Wakefield, MA",Red,4WD,5.7L V8 MPI,Gas,Dodge,Ram 1500,64207,Automatic,SLT,1D7HU18D14S552207,2004
,,,,,,,,,,,,,,,,,,,,,
5fb35a184880f7092047c0cc,https://app.acvauctions.com/auction/2106827,4,10/14/2020,2106827,"$6,975 ","$5,150 ","$5,200 ",GREEN YELLOW,2013 Nissan Altima SV,"Cos Cob, CT",Gray,FWD,2.5L I-4 SMPI DOHC CVTCS,Gas,Nissan,Altima,65579,Automatic,SV,1N4AL3AP7DC271754,2013
,,,,,,,,,,,,,,,,,,,,,
5fb356204880f7092047c025,https://app.acvauctions.com/auction/2113602,4,10/15/2020,2113602,"$10,450 ","$8,700 ","$5,700 ",GREEN YELLOW,2015 Ford Escape SE,"Kingston, NY",Silver,4WD,1.6L I-4 DI DOHC TC Ecobt,Gas,Ford,Escape,65860,Automatic,SE,1FMCU9GX6FUB86780,2015
,,,,,,,,,,,,,,,,,,,,,
5fb3505b4880f7092047bb88,https://app.acvauctions.com/auction/2184734,4,11/3/2020,2184734,"$5,200 ","$4,025 ","$4,000 ",GREEN YELLOW,2014 Chevrolet Cruze LT,"Depew, NY",Tan,FWD,1.4L I-4 MFI DOHC T/C,Gas,Chevrolet,Cruze,67553,Automatic,LT,1G1PC5SB3E7446314,2014
,,,,,,,,,,,,,,,,,,,,,
5fb34e604880f7092047b8a8,https://app.acvauctions.com/auction/2225001,4,11/12/2020,2225001,"$6,900 ","$5,475 ","$3,700 ",GREEN YELLOW,2013 Hyundai Elantra GLS,"Scranton, PA",Black,FWD,1.8L I-4 MPI DOHC,Gas,Hyundai,Elantra,68823,Automatic,GLS,KMHDH4AE2DU548099,2013
,,,,,,,,,,,,,,,,,,,,,
5fb49ac12f9e150d78526f0f,https://app.acvauctions.com/auction/2238796,4,11/17/2020,2238796,"$10,800 ","$9,575 ","$4,550 ",GREEN YELLOW,2016 Ford Fusion Titanium,"Philadelphia, PA",White,FWD,2.0L I-4 DI T/C Ecoboost,Gas,Ford,Fusion,70344,Automatic,Titanium,3FA6P0K96GR124677,2016
,,,,,,,,,,,,,,,,,,,,,
5fb353154880f7092047be62,https://app.acvauctions.com/auction/2140773,4,10/22/2020,2140773,"$16,700 ","$19,500 ","$14,200 ",GREEN YELLOW,2017 Subaru WRX Base,"Irwin, PA",Red,AWD,2.0L H-4 DI DOHC T/C,Gas,Subaru,WRX,71101,Manual,Base,JF1VA1B64H9803000,2017
,,,,,,,,,,,,,,,,,,,,,
5fb35a014880f7092047c0c6,https://app.acvauctions.com/auction/2107178,4,10/15/2020,2107178,"$7,725 ","$5,200 ","$4,500 ",GREEN YELLOW,2009 BMW X5 XDrive30i,"Medford, NY",Silver,AWD,3.0L I-6 EFI DOHC,Gas,BMW,X5,72200,Automatic,XDrive30i,5UXFE435X9L270440,2009
,,,,,,,,,,,,,,,,,,,,,
5fb34e464880f7092047b879,https://app.acvauctions.com/auction/2225782,4,11/12/2020,2225782,"$1,975 ","$1,725 ",$850 ,GREEN YELLOW,2009 Pontiac G3,"Centereach, NY",Red,FWD,1.6L I-4 MPI DOHC VVT,Gas,Pontiac,G3,72646,Automatic,FALSE,KL2TD66E09B653942,2009
,,,,,,,,,,,,,,,,,,,,,
5fb3520e4880f7092047bd79,https://app.acvauctions.com/auction/2156306,4,10/27/2020,2156306,"$3,075 ","$1,950 ","$4,500 ",GREEN YELLOW,2005 INFINITI G35 Base,"Joliet, IL",White,RWD,3.5L V6 DOHC,Gas,INFINITI,G35,73856,Automatic,Base,JNKCV51E55M218407,2005
,,,,,,,,,,,,,,,,,,,,,
5fb356104880f7092047c01a,https://app.acvauctions.com/auction/2113881,4,10/15/2020,2113881,"$4,625 ","$3,200 ","$2,200 ",GREEN YELLOW,2011 Jeep Patriot Base,"Saratoga Springs, NY",Black,4WD,2.4L I-4 SFI DOHC,Gas,Jeep,Patriot,73888,Manual,Base,1J4NF1GB7BD129215,2011
,,,,,,,,,,,,,,,,,,,,,
5fb363c74880f7092047c241,https://app.acvauctions.com/auction/2084498,4,10/8/2020,2084498,"$4,000 ","$2,675 ","$2,150 ",GREEN YELLOW,2008 Kia Sorento EX,"Irwin, PA",Black,4WD,3.8L V6 MPI DOHC,Gas,Kia,Sorento,74010,Automatic,EX,KNDJC736585864464,2008
,,,,,,,,,,,,,,,,,,,,,
5fb34f3a4880f7092047b9ec,https://app.acvauctions.com/auction/2207714,4,11/9/2020,2207714,"$1,875 ","$1,100 ",$550 ,GREEN YELLOW,2005 Chevrolet Monte Carlo LS,"Canton, NY",Purple,FWD,3.4L V6 SFI,Gas,Chevrolet,Monte Carlo,74168,Automatic,LS,2G1WW12E559187989,2005
,,,,,,,,,,,,,,,,,,,,,
5fb363b54880f7092047c235,https://app.acvauctions.com/auction/2084593,4,10/8/2020,2084593,"$6,850 ","$5,325 ","$3,900 ",GREEN YELLOW,2013 Hyundai Sonata GLS,"Syracuse, NY",Blue (Light),FWD,2.4L I-4 DI DOHC,Gas,Hyundai,Sonata,75465,Automatic,GLS,5NPEB4AC0DH787069,2013
,,,,,,,,,,,,,,,,,,,,,
5fb363dd4880f7092047c25a,https://app.acvauctions.com/auction/2084017,4,10/8/2020,2084017,"$7,050 ","$3,925 ","$5,100 ",GREEN YELLOW,2011 Chevrolet Traverse LT,"Ludlow, VT",Gray,AWD,3.6L V6 DI DOHC,Gas,Chevrolet,Traverse,75703,Automatic,LT,1GNKVGED8BJ370325,2011
,,,,,,,,,,,,,,,,,,,,,
5fb357274880f7092047c05f,https://app.acvauctions.com/auction/2112642,4,10/15/2020,2112642,"$5,275 ","$3,650 ","$3,550 ",GREEN YELLOW,2011 Nissan Rogue SV,"Mahwah, NJ",Gray,AWD,2.5L I-4 MPI DOHC,Gas,Nissan,Rogue,75757,Automatic,SV,JN8AS5MV5BW688583,2011
,,,,,,,,,,,,,,,,,,,,,
5fb35e2f4880f7092047c179,https://app.acvauctions.com/auction/2096269,4,10/12/2020,2096269,"$3,825 ","$3,825 ","$4,750 ",GREEN YELLOW,2007 Ford F150 XL,"Follansbee, WV",Silver,RWD,4.2L V6 EFI OHC,Gas,Ford,F150,76380,Manual,XL,1FTRF12217KC38352,2007
,,,,,,,,,,,,,,,,,,,,,
5fb351fd4880f7092047bd59,https://app.acvauctions.com/auction/2159085,4,10/27/2020,2159085,"$3,150 ","$1,575 ","$2,450 ",GREEN YELLOW,2007 GMC Envoy SLT,"Cicero, NY",Blue,4WD,4.2L I-6 MPI DOHC,Gas,GMC,Envoy,76416,Automatic,SLT,1GKDT13S572133142,2007
,,,,,,,,,,,,,,,,,,,,,
5fb3504c4880f7092047bb7b,https://app.acvauctions.com/auction/2185793,4,11/3/2020,2185793,"$2,500 ","$2,000 ","$1,350 ",GREEN YELLOW,2005 Subaru Impreza 2.5RS,"Shrewsbury, MA",Blue,AWD,2.5L H-4 MPI SOHC,Gas,Subaru,Impreza,77194,Automatic,2.5RS,JF1GD67525H513482,2005
,,,,,,,,,,,,,,,,,,,,,
  ,https://app.acvauctions.com/auction/2198862,4,11/6/2020,2198862,"$6,625 ","$4,575 ","$4,700 ",GREEN YELLOW,2012 Chevrolet Equinox LT,"Pittsburgh, PA",Gray,AWD,2.4L I-4 SIDI DOHC Flex,Flex,Chevrolet,Equinox,78636,Automatic,LT,2GNFLEEK3C6191831,2012
,,,,,,,,,,,,,,,,,,,,,
5fb353814880f7092047bf19,https://app.acvauctions.com/auction/2131609,4,10/21/2020,2131609,"$1,050 ",$650 ,$250 ,GREEN YELLOW,2001 Chevrolet Impala LS,"Warrenton, VA",Silver,FWD,3.8L V6 MFI,Gas,Chevrolet,Impala,80581,Automatic,LS,2G1WH55K819178782,2001
,,,,,,,,,,,,,,,,,,,,,
5fb34f2d4880f7092047b9d5,https://app.acvauctions.com/auction/2209012,4,11/9/2020,2209012,"$3,475 ","$2,900 ","$2,600 ",GREEN YELLOW,2013 Hyundai Accent GLS,"Chester, VA",Red,FWD,1.6L I-4 DI DOHC CVVT,Gas,Hyundai,Accent,80807,Automatic,GLS,KMHCT4AE3DU463301,2013
,,,,,,,,,,,,,,,,,,,,,
5fb49a6f2f9e150d78526ed7,https://app.acvauctions.com/auction/2242701,4,11/17/2020,2242701,"$6,375 ","$4,850 ","$5,000 ",GREEN YELLOW,2014 Chevrolet Impala Limited LTZ,"Chittenango, NY",Black,FWD,3.6L V6 SIDI DOHC Flex,Flex,Chevrolet,Impala Limited,81217,Automatic,LTZ,2G1WC5E3XE1110642,2014
,,,,,,,,,,,,,,,,,,,,,
5fb363c74880f7092047c237,https://app.acvauctions.com/auction/2084580,4,10/8/2020,2084580,"$5,575 ","$2,900 ","$3,800 ",GREEN YELLOW,2013 Chevrolet Equinox LS,"South Burlington, VT",Beige,AWD,2.4L I-4 SIDI DOHC Flex,Flex,Chevrolet,Equinox,81827,Automatic,LS,1GNFLCEK5DZ115683,2013
,,,,,,,,,,,,,,,,,,,,,
5fb34e534880f7092047b88f,https://app.acvauctions.com/auction/2225250,4,11/12/2020,2225250,"$2,275 ","$1,500 ","$1,550 ",GREEN YELLOW,2007 Hyundai Sonata GLS,"Huntington, NY",Black,FWD,2.4L I-4 MPI SOHC,Gas,Hyundai,Sonata,81829,Automatic,GLS,5NPET46C27H232067,2007
,,,,,,,,,,,,,,,,,,,,,
5fb34ec74880f7092047b946,https://app.acvauctions.com/auction/2217037,4,11/11/2020,2217037,"$5,450 ","$4,000 ","$4,200 ",GREEN YELLOW,2003 Nissan 350Z Performance,"Manchester, NH",Silver,RWD,3.5L V6 MPI DOHC,Gas,Nissan,350Z,81843,Automatic,Performance,JN1AZ34EX3T007660,2003
,,,,,,,,,,,,,,,,,,,,,
5fb350df4880f7092047bc54,https://app.acvauctions.com/auction/2171189,4,10/29/2020,2171189,"$1,000 ",$650 ,$550 ,GREEN YELLOW,2003 Chevrolet Impala Base,"Herkimer, NY",Silver,FWD,3.4L V6 SFI,Gas,Chevrolet,Impala,82018,Automatic,Base,2G1WF52E939418400,2003
,,,,,,,,,,,,,,,,,,,,,
5fb34f124880f7092047b9a7,https://app.acvauctions.com/auction/2211736,4,11/10/2020,2211736,"$1,600 ",$850 ,$350 ,GREEN YELLOW,2007 Chevrolet Malibu LS,"Hudson, NY",White,FWD,2.2L I-4 MPI DOHC,Gas,Chevrolet,Malibu,82413,Automatic,LS,1G1ZS57F77F265751,2007
,,,,,,,,,,,,,,,,,,,,,
5fb350c14880f7092047bc23,https://app.acvauctions.com/auction/2174859,4,10/30/2020,2174859,"$1,850 ","$1,550 ",$400 ,GREEN YELLOW,2007 Suzuki SX4 Base,"Yorkville, NY",Red,AWD,2.0L I-4 EFI DOHC,Gas,Suzuki,SX4,82447,Automatic,Base,JS2YB413075103029,2007
,,,,,,,,,,,,,,,,,,,,,
5fb353324880f7092047be93,https://app.acvauctions.com/auction/2140119,4,10/22/2020,2140119,"$8,600 ","$6,175 ","$6,050 ",GREEN YELLOW,2012 Honda Accord EX-L,"Elgin, SC",Black,FWD,3.5L V6 MPI SOHC VTEC,Gas,Honda,Accord,83127,Automatic,EX-L,1HGCP3F89CAO14230,2012
,,,,,,,,,,,,,,,,,,,,,
5fb363dc4880f7092047c259,https://app.acvauctions.com/auction/2084023,4,10/8/2020,2084023,"$3,225 ","$2,125 ",$950 ,GREEN YELLOW,2007 Ford Explorer XLT,"Ludlow, VT",Blue (Dark),4WD,4.0L V6 EFI SOHC,Gas,Ford,Explorer,83546,Automatic,XLT,1FMEU73E87UA87798,2007
,,,,,,,,,,,,,,,,,,,,,
5fb368474880f7092047c2af,https://app.acvauctions.com/auction/2079938,4,10/8/2020,2079938,"$5,750 ","$5,600 ","$3,100 ",GREEN YELLOW,2015 Chevrolet Cruze LT,"Yorkville, NY",Red,FWD,1.4L I-4 MFI DOHC T/C,Gas,Chevrolet,Cruze,84147,Automatic,LT,1G1PC5SB9F7111303,2015
,,,,,,,,,,,,,,,,,,,,,
5fb350314880f7092047bb4d,https://app.acvauctions.com/auction/2188899,4,11/4/2020,2188899,"$5,975 ","$4,200 ","$3,800 ",GREEN YELLOW,2013 Ford Fusion SE,"Carthage, NY",White,FWD,2.5L I-4 SMPI DOHC,Gas,Ford,Fusion,84149,Automatic,SE,3FA6P0H73DR115145,2013
,,,,,,,,,,,,,,,,,,,,,
5fb350df4880f7092047bc51,https://app.acvauctions.com/auction/2171260,4,10/29/2020,2171260,"$10,500 ","$9,850 ","$8,200 ",GREEN YELLOW,2014 Honda Accord Sport,"Hempstead, NY",White,FWD,2.4L I-4 DI DOHC,Gas,Honda,Accord,84539,Automatic,Sport,1HGCR2F54EA234985,2014
,,,,,,,,,,,,,,,,,,,,,
5fb346fbbb0128181cc8d50f,https://app.acvauctions.com/auction/2230661,4,11/13/2020,2230661,"$6,000 ","$4,775 ","$4,000 ",GREEN YELLOW,2012 Subaru Impreza Premium,"Colchester, VT",Purple,AWD,2.0L H-4 SMPI DOHC,Gas,Subaru,Impreza,84920,Manual,Premium,JF1GPAC62CG201318,2012
,,,,,,,,,,,,,,,,,,,,,
5fb350df4880f7092047bc5a,https://app.acvauctions.com/auction/2171011,4,10/29/2020,2171011,"$6,325 ","$4,575 ","$4,650 ",GREEN YELLOW,2012 Chevrolet Equinox LT,"Uniontown, PA",Black,AWD,2.4L I-4 SIDI DOHC Flex,Flex,Chevrolet,Equinox,85463,Automatic,LT,2GNFLEEK5C6273401,2012
,,,,,,,,,,,,,,,,,,,,,
5fb346bbbb0128181cc8d4d4,https://app.acvauctions.com/auction/2236359,4,11/16/2020,2236359,"$3,175 ","$2,200 ","$1,900 ",GREEN YELLOW,2005 Subaru Forester XS,"Canandaigua, NY",Black,AWD,2.5L H-4 MPI SOHC,Gas,Subaru,Forester,86184,Automatic,XS,JF1SG65665H707994,2005
,,,,,,,,,,,,,,,,,,,,,
5fb352bb4880f7092047bdd4,https://app.acvauctions.com/auction/2149733,4,10/26/2020,2149733,"$4,150 ","$4,150 ","$4,000 ",GREEN YELLOW,2014 Ford Focus SE,"Newport News, VA",Black,FWD,2.0L I-4 DI Ti-VCT,Gas,Ford,Focus,86317,Automatic,SE,1FADP3K2XEL147211,2014
,,,,,,,,,,,,,,,,,,,,,
5fb351fe4880f7092047bd5d,https://app.acvauctions.com/auction/2158632,4,10/27/2020,2158632,"$3,375 ","$2,125 ","$2,200 ",GREEN YELLOW,2007 Jeep Liberty Sport,"Montoursville, PA",Green,4WD,3.7L V6 MPI,Gas,Jeep,Liberty,86730,Automatic,Sport,1J4GL48K47W647389,2007
,,,,,,,,,,,,,,,,,,,,,
5fb359d84880f7092047c090,https://app.acvauctions.com/auction/2110330,4,10/15/2020,2110330,"$9,525 ","$8,350 ","$5,450 ",GREEN YELLOW,2011 BMW X5 XDrive35i,"Woodbridge, NJ",Silver,AWD,3.0L I6 Peizo Inj DOHC TC,Gas,BMW,X5,86966,Automatic,XDrive35i,5UXZV4C55BL407514,2011
,,,,,,,,,,,,,,,,,,,,,
5fb34fb14880f7092047baa9,https://app.acvauctions.com/auction/2197437,4,11/5/2020,2197437,"$6,850 ","$6,075 ","$4,050 ",GREEN YELLOW,2014 Dodge Grand Caravan SE,"Goshen, NY",Blue (Dark),FWD,3.6L V6 MPI DOHC VVT Flex,Flex,Dodge,Grand Caravan,87150,Automatic,SE,2C4RDGBG6ER309208,2014
,,,,,,,,,,,,,,,,,,,,,
5fb34f6e4880f7092047ba3c,https://app.acvauctions.com/auction/2202509,4,11/8/2020,2202509,"$19,600 ","$24,800 ","$15,800 ",GREEN YELLOW,2019 Ram 2500 ProMaster Vans High Roof,"Warren, IN",White,FWD,3.6L V6 MPI DOHC,Gas,Ram,2500 ProMaster Vans,87982,Automatic,High Roof,3C6TRVCG3KE517206,2019
,,,,,,,,,,,,,,,,,,,,,
5fb35a174880f7092047c0c8,https://app.acvauctions.com/auction/2107131,4,10/14/2020,2107131,"$3,800 ","$2,950 ","$2,800 ",GREEN YELLOW,2012 Chevrolet Malibu LS,"Gardner, MA",Black,FWD,2.4L I-4 MPI,Gas,Chevrolet,Malibu,88187,Automatic,LS,1G1ZB5E01CF151317,2012
,,,,,,,,,,,,,,,,,,,,,
5fb350954880f7092047bbe7,https://app.acvauctions.com/auction/2178367,4,10/31/2020,2178367,"$1,500 ",$600 ,$400 ,GREEN YELLOW,2004 Buick LeSabre Custom,"Selden, NY",Tan,FWD,3.8L V6 MFI,Gas,Buick,LeSabre,88353,Automatic,Custom,1G4HP54K944138072,2004
,,,,,,,,,,,,,,,,,,,,,
5fb350784880f7092047bbc5,https://app.acvauctions.com/auction/2180989,4,11/2/2020,2180989,"$10,450 ","$10,800 ","$8,650 ",GREEN YELLOW,2016 Hyundai Santa Fe Sport,"Greensboro, NC",Gray,FWD,2.4L I-4 DI DOHC,Gas,Hyundai,Santa Fe Sport,88871,Automatic,FALSE,5XYZT3LB7GG348315,2016
,,,,,,,,,,,,,,,,,,,,,
5fb4a64869e8e5133818398a,https://app.acvauctions.com/auction/2150842,4,10/26/2020,2150842,"$3,775 ","$3,100 ","$2,650 ",GREEN YELLOW,2006 Chevrolet Impala SS,"Utica, NY",Black,FWD,5.3L V8 SFI,Gas,Chevrolet,Impala,89262,Automatic,SS,2G1WD58C069108829,2006
,,,,,,,,,,,,,,,,,,,,,
5fb34e6d4880f7092047b8b9,https://app.acvauctions.com/auction/2224864,4,11/12/2020,2224864,"$8,875 ","$8,500 ","$5,000 ",GREEN YELLOW,2014 Kia Sorento LX,"Irwin, PA",Red,AWD,2.4L I-4 DI DOHC,Gas,Kia,Sorento,89379,Automatic,LX,5XYKTCA68EG438402,2014
,,,,,,,,,,,,,,,,,,,,,
5fb3505b4880f7092047bb95,https://app.acvauctions.com/auction/2184297,4,11/3/2020,2184297,"$2,250 ","$1,850 ","$1,100 ",GREEN YELLOW,2013 Nissan Versa SV,"Newport News, VA",Blue,FWD,1.6L I-4 SMPI DOHC CVTCS,Gas,Nissan,Versa,89931,Automatic,SV,3N1CN7AP3DL878584,2013
,,,,,,,,,,,,,,,,,,,,,
5fb36ba24880f7092047c2c9,https://app.acvauctions.com/auction/2078799,4,10/7/2020,2078799,"$1,900 ","$1,200 ",$400 ,GREEN YELLOW,2009 Chevrolet Cobalt LT,"Okemos, MI",Red,FWD,2.2L I-4 MPI DOHC,Gas,Chevrolet,Cobalt,90025,Automatic,LT,1G1AT58H697250410,2009
,,,,,,,,,,,,,,,,,,,,,
5fb353704880f7092047bef1,https://app.acvauctions.com/auction/2133953,4,10/21/2020,2133953,"$5,850 ","$5,900 ","$5,050 ",GREEN YELLOW,2015 Hyundai Elantra SE,"Albany, NY",Black,FWD,1.8L I-4 MPI DOHC,Gas,Hyundai,Elantra,90606,Automatic,SE,5NPDH4AE2FH558360,2015
,,,,,,,,,,,,,,,,,,,,,
5fb351d24880f7092047bd1c,https://app.acvauctions.com/auction/2162538,4,10/28/2020,2162538,"$2,025 ","$1,750 ",$900 ,GREEN YELLOW,2010 Chevrolet Cobalt LS,"Brattleboro, VT",Silver,FWD,2.2L I-4 MPI DOHC,Gas,Chevrolet,Cobalt,90918,Automatic,LS,1G1AB5F54A7111506,2010
,,,,,,,,,,,,,,,,,,,,,
5fb35a014880f7092047c0b9,https://app.acvauctions.com/auction/2108094,4,10/15/2020,2108094,"$11,800 ","$10,750 ","$7,700 ",GREEN YELLOW,2007 Jeep Wrangler Unlimited X,"Coudersport, PA",Black,RWD,3.8L V6 SFI,Gas,Jeep,Wrangler,91081,Manual,Unlimited X,1J4GB39177L152544,2007
,,,,,,,,,,,,,,,,,,,,,
5fb353324880f7092047be8e,https://app.acvauctions.com/auction/2140291,4,10/22/2020,2140291,"$4,850 ","$3,475 ","$3,100 ",GREEN YELLOW,2009 Subaru Forester X,"Latham, NY",Green,AWD,2.5L H-4 MPI SOHC,Gas,Subaru,Forester,91138,Automatic,X,JF2SH63629H779521,2009
,,,,,,,,,,,,,,,,,,,,,
5fb3520d4880f7092047bd70,https://app.acvauctions.com/auction/2157087,4,10/28/2020,2157087,"$6,850 ","$4,200 ","$4,100 ",GREEN YELLOW,2008 Honda Element EX,"Ontario, NY",Gray,4WD,2.4L I-4 MPI DOHC,Gas,Honda,Element,91650,Manual,EX,5J6YH27708L012874,2008
5fb350b14880f7092047bc0f,https://app.acvauctions.com/auction/2176497,3,10/30/2020,2176497,,,"$1,400 ",GREEN YELLOW,1999 Ford Escort SE,"Morristown, NJ",White,FWD,2.0L I-4 SPI,Gas,Ford,Escort,20492,Automatic,SE,3FAFP15PXXR194585,1999
5fb357274880f7092047c05d,https://app.acvauctions.com/auction/2112666,4,10/15/2020,2112666,FALSE,"$21,200 ","$26,100 ",GREEN YELLOW,2015 Ford Mustang GT Premium,"Irwin, PA",Yellow,RWD,5.0L V8 SFI,Gas,Ford,Mustang,23808,Manual,GT Premium,1FA6P8CF7F5341613,2015
5fb350244880f7092047bb37,https://app.acvauctions.com/auction/2190403,3,11/4/2020,2190403,,,"$1,000 ",GREEN YELLOW,1997 Ford F250HD XL,"Nashua, NH",Blue,4WD,5.8L V8 EFI,Gas,Ford,F250HD,24157,Automatic,XL,1FTHF26H7VEC82819,1997
5fb34ead4880f7092047b918,https://app.acvauctions.com/auction/2219113,3,11/11/2020,2219113,,,"$4,400 ",GREEN YELLOW,2005 Chevrolet Colorado LS,"Albany, NY",Blue,4WD,3.5L I-5 MPI DOHC,Gas,Chevrolet,Colorado,27050,Automatic,LS,1GCDT146458134726,2005
