_id,href,status,auctionDate,auctionId,adjustedMmrPrice,baseMmrPrice,auctionPrice,auctionTypes,carName,city,color,drivetrain,engine,fuelType,make,model,odometer,transmission,trim,vin,year
5fb350df4880f7092047bc56,https://app.acvauctions.com/auction/2171144,4,10/29/2020,2171144,"$2,450 ","$2,350 ","$1,700 ",GREEN YELLOW,2012 Nissan Sentra SR,"Archbald, PA",Silver,FWD,2.0L I-4 SMPI DOHC CVTCS,Gas,Nissan,Sentra,113712,Automatic,SR,3N1AB6AP7CL720967,2012
5fb34e7a4880f7092047b8d0,https://app.acvauctions.com/auction/2224268,4,11/12/2020,2224268,"$3,700 ","$3,475 ","$3,000 ",GREEN YELLOW,2007 Dodge Dakota SLT,"Keene, NH",Silver,4WD,3.7L V6 MPI,Gas,Dodge,Dakota,113769,Manual,SLT,1D7HW42K07S253783,2007
5fb34ead4880f7092047b925,https://app.acvauctions.com/auction/2218913,4,11/11/2020,2218913,FALSE,"$3,025 ","$3,500 ",GREEN YELLOW,2006 Ford Mustang Base,"Sykesville, MD",Black,RWD,4.0L V6 EFI SOHC,Gas,Ford,Mustang,113799,Manual,Base,1ZVFT80N465133297,2006
5fb35b414880f7092047c11b,https://app.acvauctions.com/auction/2102409,4,10/13/2020,2102409,"$4,575 ","$4,325 ","$4,500 ",GREEN YELLOW,2012 Nissan Rogue SL,"Raynham, MA",Silver,AWD,2.5L I-4 MPI DOHC,Gas,Nissan,Rogue,113799,Automatic,SL,JN8AS5MV3CW389627,2012
5fb35b674880f7092047c14e,https://app.acvauctions.com/auction/2098854,4,10/13/2020,2098854,"$7,250 ","$6,975 ","$6,700 ",GREEN YELLOW,2009 Toyota Venza,"Vestal, NY",Tan,AWD,3.5L V6 EFI DOHC,Gas,Toyota,Venza,113950,Automatic,FALSE,4T3BK11AX9U009376,2009
5fb350cf4880f7092047bc2d,https://app.acvauctions.com/auction/2173593,4,10/30/2020,2173593,"$3,975 ","$2,850 ","$3,240 ",GREEN YELLOW,2006 Jeep Commander Limited,"Scranton, PA",Green,4WD,5.7L V8 SFI Hemi,Gas,Jeep,Commander,113974,Automatic,Limited,1J8HG58246C365248,2006
5fb49acf2f9e150d78526f19,https://app.acvauctions.com/auction/2237955,3,11/17/2020,2237955,,,"$4,500 ",GREEN YELLOW,2012 GMC Terrain SLT,"Erie, PA",White,AWD,3.0L V6 SIDI DOHC Flex,Flex,GMC,Terrain,113975,Automatic,SLT,2GKFLVE56C6115608,2012
5fb356334880f7092047c045,https://app.acvauctions.com/auction/2112900,4,10/15/2020,2112900,"$5,500 ","$6,950 ","$4,300 ",GREEN YELLOW,2014 Mitsubishi Outlander Sport ES,"Irwin, PA",Blue,4WD,2.0L I-4 MPI DOHC,Gas,Mitsubishi,Outlander Sport,114003,Automatic,ES,4A4AR3AU5EE011835,2014
5fb353604880f7092047becd,https://app.acvauctions.com/auction/2135501,3,10/21/2020,2135501,,,$400 ,GREEN YELLOW,2003 Dodge Dakota Base,"Montpelier, VT",Maroon,4WD,3.9L V6 MPI,Gas,Dodge,Dakota,114025,Automatic,Base,1D7HG12X83S168661,2003
5fb350ed4880f7092047bc70,https://app.acvauctions.com/auction/2170680,4,10/29/2020,2170680,"$9,825 ","$9,325 ","$7,450 ",GREEN YELLOW,2010 Chevrolet Colorado LT,"Irwin, PA",Black,4WD,3.7L I-5 MPI DOHC,Gas,Chevrolet,Colorado,114100,Automatic,LT,1GCJTDDE9A8111724,2010
5fb363c74880f7092047c23c,https://app.acvauctions.com/auction/2084550,4,10/8/2020,2084550,"$5,150 ","$5,150 ","$3,450 ",GREEN YELLOW,2009 Ford F150 XLT,"South Burlington, VT",Red,4WD,4.6L V8 EFI SOHC,Gas,Ford,F150,114184,Automatic,XLT,1FTRF14869KC70718,2009
5fb354744880f7092047bfa0,https://app.acvauctions.com/auction/2121902,4,10/19/2020,2121902,FALSE,$550 ,$650 ,GREEN YELLOW,2003 Ford Focus SE,"Catskill, NY",Tan,FWD,2.3L I-4 DOHC PZEV,Gas,Ford,Focus,114185,Automatic,SE,1FAFP34ZX3W224836,2003
5fb3505b4880f7092047bb8b,https://app.acvauctions.com/auction/2184581,4,11/3/2020,2184581,"$1,850 ","$1,750 ",$800 ,GREEN YELLOW,2008 Dodge Caliber SXT,"Depew, NY",Beige,FWD,2.0L I-4 SFI SOHC,Gas,Dodge,Caliber,114215,Automatic,SXT,1B3HB48B08D673063,2008
5fb352f74880f7092047be29,https://app.acvauctions.com/auction/2143194,4,10/23/2020,2143194,FALSE,FALSE,"$10,300 ",GREEN YELLOW,2016 Isuzu Commercial N-Series,"Macon, GA",White,N/A,FALSE,FALSE,Isuzu,Commercial,114329,Automatic,N-Series,JALE5W164G7301013,2016
5fb49aa62f9e150d78526efd,https://app.acvauctions.com/auction/2240803,4,11/17/2020,2240803,"$5,050 ","$6,850 ","$3,700 ",GREEN YELLOW,2015 Dodge Grand Caravan SE,"West Springfield, MA",Red,FWD,3.6L V6 MPI DOHC VVT Flex,Flex,Dodge,Grand Caravan,114332,Automatic,SE,2C4RDGBG8FR682994,2015
5fb353234880f7092047be7d,https://app.acvauctions.com/auction/2140523,3,10/22/2020,2140523,,,"$3,050 ",GREEN YELLOW,2005 Chevrolet Colorado LS,"Sunbury, PA",Silver,4WD,3.5L I-5 MPI DOHC,Gas,Chevrolet,Colorado,114363,Automatic,LS,1GCDT146858244596,2005
5fb353234880f7092047be7e,https://app.acvauctions.com/auction/2140487,3,10/22/2020,2140487,,,"$1,700 ",GREEN YELLOW,2002 Dodge Dakota SLT,"Middletown, CT",Tan,4WD,5.9L V8 MPI,Gas,Dodge,Dakota,114401,Automatic,SLT,1B7HG48Z62S604698,2002
5fb34fcc4880f7092047bad5,https://app.acvauctions.com/auction/2196272,4,11/5/2020,2196272,"$2,525 ","$2,200 ",$750 ,GREEN YELLOW,2010 Ford Fusion SE,"Lockport, NY",Black,FWD,2.5L I-4 SMPI DOHC,Gas,Ford,Fusion,114423,Automatic,SE,3FAHP0HA6AR111235,2010
5fb34ef74880f7092047b98a,https://app.acvauctions.com/auction/2214223,4,11/10/2020,2214223,"$2,700 ","$2,400 ","$1,700 ",GREEN YELLOW,2011 Chevrolet Cruze LT,"Norwich, CT",Red,FWD,1.4L I-4 MFI DOHC T/C,Gas,Chevrolet,Cruze,114432,Automatic,LT,1G1PF5S91B7152202,2011
5fb49a7f2f9e150d78526ee4,https://app.acvauctions.com/auction/2242070,4,11/17/2020,2242070,"$2,525 ","$2,200 ","$1,200 ",GREEN YELLOW,2010 Ford Fusion SE,"Buffalo, NY",Blue,FWD,2.5L I-4 SMPI DOHC,Gas,Ford,Fusion,114436,Automatic,SE,3FAHP0HA4AR248867,2010
5fb34e604880f7092047b8b6,https://app.acvauctions.com/auction/2224896,3,11/12/2020,2224896,,,"$1,400 ",GREEN YELLOW,2006 GMC G3500 Vans Savana,"Monroe, MI",White,RWD,4.8L V8 SFI,Gas,GMC,G3500 Vans,114469,Automatic,Savana,1GTHG39V861105080,2006
5fb49a7f2f9e150d78526ee5,https://app.acvauctions.com/auction/2242028,4,11/17/2020,2242028,"$3,850 ","$3,850 ","$2,100 ",GREEN YELLOW,2007 Ford Mustang Base,"Buffalo, NY",Gray,RWD,4.0L V6 EFI,Gas,Ford,Mustang,114510,Automatic,Base,1ZVFT84NX75197095,2007
5fb350854880f7092047bbcc,https://app.acvauctions.com/auction/2180746,3,11/2/2020,2180746,,,"$1,450 ",GREEN YELLOW,1998 Pontiac Grand Prix GTP,"Norristown, PA",Green,FWD,3.8L V6 SFI S/C,Gas,Pontiac,Grand Prix,114528,Automatic,GTP,1G2WP5211WF213946,1998
5fb34fcc4880f7092047bad2,https://app.acvauctions.com/auction/2196455,4,11/5/2020,2196455,"$3,925 ","$4,000 ","$1,350 ",GREEN YELLOW,2013 Nissan Rogue S,"Inver Grove Heights, MN",Silver,FWD,2.5L I-4 MPI DOHC,Gas,Nissan,Rogue,114559,Automatic,S,JN8AS5MT4DW551653,2013
5fb49ac12f9e150d78526f14,https://app.acvauctions.com/auction/2238268,4,11/17/2020,2238268,FALSE,"$1,150 ","$1,000 ",GREEN YELLOW,2002 Nissan Pathfinder LE,"Pittsburgh, PA",Gold,4WD,3.5L V6 MPI DOHC,Gas,Nissan,Pathfinder,114560,Automatic,LE,JN8DR09Y62W709276,2002
5fb352e74880f7092047be14,https://app.acvauctions.com/auction/2144710,4,10/23/2020,2144710,"$3,125 ","$2,300 ","$2,250 ",GREEN YELLOW,2007 Honda Civic EX,"Staten Island, NY",Gold,FWD,1.8L I-4 MPI SOHC,Gas,Honda,Civic,114565,Automatic,EX,1HGFA168X7L139539,2007
5fb352f74880f7092047be27,https://app.acvauctions.com/auction/2143353,4,10/23/2020,2143353,"$7,075 ","$7,325 ","$4,350 ",GREEN YELLOW,2013 Ford Edge SEL,"Essington, PA",Red,FWD,2.0L I-4 DI Ecoboost,Gas,Ford,Edge,114595,Automatic,SEL,2FMDK3J92DBA43278,2013
5fb359ed4880f7092047c09c,https://app.acvauctions.com/auction/2109470,4,10/15/2020,2109470,FALSE,"$2,150 ",$750 ,GREEN YELLOW,2009 Hyundai Sonata GLS,"Utica, NY",Tan,FWD,2.4L I-4 MPI SOHC,Gas,Hyundai,Sonata,114716,Automatic,GLS,5NPET46C79H423258,2009
5fb36ba24880f7092047c2c4,https://app.acvauctions.com/auction/2079062,3,10/7/2020,2079062,,,"$1,500 ",GREEN YELLOW,2005 Ford Explorer XLT,"Carmel, NY",Tan,4WD,4.0L V6 EFI SOHC,Gas,Ford,Explorer,114734,Automatic,XLT,1FMZU73E35ZA60977,2005
5fb34e464880f7092047b87c,https://app.acvauctions.com/auction/2225736,4,11/12/2020,2225736,"$5,000 ","$5,150 ","$3,250 ",GREEN YELLOW,2013 Nissan Altima SV,"Oaklyn, NJ",White,FWD,2.5L I-4 SMPI DOHC CVTCS,Gas,Nissan,Altima,114777,Automatic,SV,1N4AL3AP2DN531448,2013
5fb355b54880f7092047bfbd,https://app.acvauctions.com/auction/2119671,4,10/20/2020,2119671,FALSE,"$1,525 ","$1,200 ",GREEN YELLOW,2008 Nissan Altima S,"Patchogue, NY",Gray,FWD,2.5L I-4 MPI DOHC,Gas,Nissan,Altima,114858,Automatic,S,1N4AL21E28N545574,2008
5fb3503f4880f7092047bb68,https://app.acvauctions.com/auction/2187427,3,11/3/2020,2187427,,,"$4,700 ",GREEN YELLOW,2006 Chevrolet Silverado 2500 LT,"Garrettsville, OH",Tan,4WD,6.0L V8 SFI,Gas,Chevrolet,Silverado 2500,114913,Automatic,LT,1GCHK24U86E217491,2006
5fb34e6d4880f7092047b8c0,https://app.acvauctions.com/auction/2224761,4,11/12/2020,2224761,"$2,500 ","$2,200 ","$2,300 ",GREEN YELLOW,2010 Ford Fusion SE,"Irwin, PA",Red,FWD,2.5L I-4 SMPI DOHC,Gas,Ford,Fusion,114929,Automatic,SE,3FAHP0HA6AR247462,2010
5fb35a184880f7092047c0d0,https://app.acvauctions.com/auction/2106620,4,10/14/2020,2106620,$600 ,$525 ,$800 ,GREEN YELLOW,2005 Dodge Neon SXT,"Jersey City, NJ",Black,FWD,2.0L I-4 SFI SOHC,Gas,Dodge,Neon,114961,Automatic,SXT,1B3ES56C95D264463,2005
5fb352414880f7092047bdbe,https://app.acvauctions.com/auction/2152436,4,10/26/2020,2152436,"$6,200 ","$7,425 ","$3,200 ",GREEN YELLOW,2013 Ford Escape SEL,"Catskill, NY",Blue (Light),FWD,1.6L I-4 DI DOHC TC Ecobt,Gas,Ford,Escape,115086,Automatic,SEL,1FMCU0HX1DUB49417,2013
5fb363dd4880f7092047c263,https://app.acvauctions.com/auction/2083798,4,10/8/2020,2083798,"$2,000 ","$1,950 ","$1,300 ",GREEN YELLOW,2011 Nissan Versa S,"Mystic, CT",Silver,FWD,1.8L I-4 EFI DOHC,Gas,Nissan,Versa,115090,Automatic,S,3N1BC1AP2BL418067,2011
5fb353234880f7092047be76,https://app.acvauctions.com/auction/2140612,4,10/22/2020,2140612,"$2,375 ","$2,300 ","$1,300 ",GREEN YELLOW,2008 Ford Fusion SE,"Reading, PA",Silver,FWD,3.0L V6 EFI DOHC,Gas,Ford,Fusion,115096,Automatic,SE,3FAHP071X8R152625,2008
5fb34ea04880f7092047b902,https://app.acvauctions.com/auction/2220493,4,11/13/2020,2220493,"$3,625 ","$3,175 ","$1,100 ",GREEN YELLOW,2004 Subaru Impreza WRX,"Pittsfield, MA",Blue,AWD,2.0L H-4 MPI DOHC T/C,Gas,Subaru,Impreza,115201,Manual,WRX,JF1GG29694G803194,2004
5fb351764880f7092047bc92,https://app.acvauctions.com/auction/2170346,4,10/29/2020,2170346,"$4,550 ","$7,475 ","$2,100 ",GREEN YELLOW,2012 Volkswagen Beetle 2.5L,"Syracuse, NY",Black,FWD,2.5L I-5 SMPI DOHC,Gas,Volkswagen,Beetle,115201,Manual,2.5L,3VWHP7AT8CM638219,2012
5fb49a992f9e150d78526ef0,https://app.acvauctions.com/auction/2241229,4,11/17/2020,2241229,$675 ,$525 ,$200 ,GREEN YELLOW,2002 Saturn S-Series SL1,"Saint James, NY",Blue (Light),FWD,1.9L I-4 MPI SOHC,Gas,Saturn,S-Series,115226,Automatic,SL1,1G8ZH52822Z227151,2002
5fb353154880f7092047be6c,https://app.acvauctions.com/auction/2140689,4,10/22/2020,2140689,"$7,875 ","$7,750 ","$5,600 ",GREEN YELLOW,2012 Acura TL Base,"Rockville Centre, NY",Gray,FWD,3.5L V6 PGM-FI SOHC VTEC,Gas,Acura,TL,115235,Automatic,Base,19UUA8F25CA008620,2012
5fb350244880f7092047bb38,https://app.acvauctions.com/auction/2190399,3,11/4/2020,2190399,,,"$3,500 ",GREEN YELLOW,2004 BMW 3-Series 325xi,"West Springfield, MA",White,AWD,2.5L I-6 EFI DOHC,Gas,BMW,3-Series,115265,Automatic,325xi,WBAEP33464PF04597,2004
5fb351754880f7092047bc80,https://app.acvauctions.com/auction/2170484,4,10/29/2020,2170484,"$4,600 ","$4,225 ","$2,050 ",GREEN YELLOW,2011 Jeep Liberty Sport,"Huntington, NY",Blue,4WD,3.7L V6 MPI,Gas,Jeep,Liberty,115273,Automatic,Sport,1J4PN2GK2BW520875,2011
5fb352414880f7092047bdc5,https://app.acvauctions.com/auction/2151331,4,10/26/2020,2151331,"$3,100 ","$5,175 ","$3,050 ",GREEN YELLOW,2015 Ford Focus SE,"East Orange, NJ",Red,FWD,2.0L I-4 DI DOHC Flex,Flex,Ford,Focus,115348,Automatic,SE,1FADP3F25FL249950,2015
5fb35a014880f7092047c0be,https://app.acvauctions.com/auction/2107475,4,10/14/2020,2107475,"$3,050 ","$2,825 ","$2,950 ",GREEN YELLOW,2012 Chevrolet Malibu LT,"Gardner, MA",White,FWD,2.4L I-4 MPI,Gas,Chevrolet,Malibu,115354,Automatic,LT,1G1ZC5E04CF149266,2012
5fb362804880f7092047c1fb,https://app.acvauctions.com/auction/2085721,4,10/8/2020,2085721,"$2,575 ","$2,575 ","$1,850 ",GREEN YELLOW,2007 Toyota Sienna LE,"Montpelier, VT",Gold,FWD,3.5L V6 EFI DOHC,Gas,Toyota,Sienna,115466,Automatic,LE,5TDZK23C27S093890,2007
5fb34ead4880f7092047b91f,https://app.acvauctions.com/auction/2218985,4,11/11/2020,2218985,"$2,675 ","$2,400 ","$1,700 ",GREEN YELLOW,2011 Chevrolet Cruze LT,"Shelton, CT",Gray,FWD,1.4L I-4 MFI DOHC T/C,Gas,Chevrolet,Cruze,115475,Automatic,LT,1G1PF5S9XB7150397,2011
5fb34fd94880f7092047bae2,https://app.acvauctions.com/auction/2195246,4,11/5/2020,2195246,"$2,275 ","$1,850 ","$2,100 ",GREEN YELLOW,2007 Honda Civic LX,"York, PA",Silver,FWD,1.8L I-4 MPI SOHC,Gas,Honda,Civic,115512,Automatic,LX,2HGFG12607H534913,2007
5fb34ef74880f7092047b992,https://app.acvauctions.com/auction/2213477,4,11/10/2020,2213477,"$2,150 ","$1,375 ","$1,950 ",GREEN YELLOW,2009 Ford Focus SES,"West Springfield, MA",Red,FWD,2.0L I-4 SFI DOHC,Gas,Ford,Focus,115519,Automatic,SES,1FAHP36N29W130977,2009
5fb34ef74880f7092047b980,https://app.acvauctions.com/auction/2214656,4,11/10/2020,2214656,"$1,550 ","$1,875 ",$600 ,GREEN YELLOW,2001 Lincoln LS,"Danbury, CT",Tan,RWD,3.9L V8 EFI DOHC,Gas,Lincoln,LS,115534,Automatic,FALSE,1LNHM87A41Y605089,2001
5fb34f2d4880f7092047b9da,https://app.acvauctions.com/auction/2208880,4,11/9/2020,2208880,"$1,650 ","$1,400 ","$1,600 ",GREEN YELLOW,2008 Hyundai Sonata GLS,"Saratoga Springs, NY",Silver,FWD,2.4L I-4 MPI SOHC,Gas,Hyundai,Sonata,115588,Automatic,GLS,5NPET46C58H388489,2008
5fb350b14880f7092047bc07,https://app.acvauctions.com/auction/2176910,4,11/4/2020,2176910,"$3,725 ","$4,875 ","$3,100 ",GREEN YELLOW,2014 Volkswagen Jetta S,"Old Saybrook, CT",Black,FWD,2.0L I-4 MPI SOHC,Gas,Volkswagen,Jetta,115606,Automatic,S,3VW2K7AJ0EM389291,2014
5fb352bb4880f7092047bdde,https://app.acvauctions.com/auction/2149091,4,10/26/2020,2149091,"$1,525 ","$1,100 ",$250 ,GREEN YELLOW,2005 Chevrolet Monte Carlo LS,"Tyrone, PA",Silver,FWD,3.4L V6 SFI,Gas,Chevrolet,Monte Carlo,115762,Automatic,LS,2G1WW12E959213302,2005
5fb351c34880f7092047bd00,https://app.acvauctions.com/auction/2164537,4,10/28/2020,2164537,"$3,425 ","$3,125 ","$3,450 ",GREEN YELLOW,2007 BMW 3-Series 328xi,"Cortlandt Manor, NY",Blue,AWD,3.0L I-6 EFI DOHC,Gas,BMW,3-Series,115797,Automatic,328xi,WBAVC73507KP34369,2007
5fb353604880f7092047bed2,https://app.acvauctions.com/auction/2135355,4,10/22/2020,2135355,"$4,025 ","$3,550 ","$3,800 ",GREEN YELLOW,2011 Jeep Compass Base,"Gardner, MA",Gray,4WD,2.4L I-4 SFI DOHC,Gas,Jeep,Compass,115859,Automatic,Base,1J4NF1FB7BD277253,2011
5fb49acf2f9e150d78526f17,https://app.acvauctions.com/auction/2238053,4,11/17/2020,2238053,"$1,725 ","$1,700 ","$2,300 ",GREEN YELLOW,2011 Ford Fiesta SE,"Vernon Rockville, CT",Gray,FWD,1.6L I-4 SMPI DOHC,Gas,Ford,Fiesta,115918,Automatic,SE,3FADP4BJ1BM231408,2011
5fb49a7f2f9e150d78526ee2,https://app.acvauctions.com/auction/2242127,4,11/17/2020,2242127,"$5,600 ","$6,050 ","$4,600 ",GREEN YELLOW,2013 Kia Sportage LX,"Albany, NY",Black,AWD,2.4L I-4 MPI DOHC CVVT,Gas,Kia,Sportage,115965,Automatic,LX,KNDPBCA28D7510412,2013
5fb34e394880f7092047b868,https://app.acvauctions.com/auction/2226374,4,11/13/2020,2226374,"$3,625 ","$3,475 ","$2,600 ",GREEN YELLOW,2011 Honda Insight Base,"Oneonta, NY",Gray,FWD,1.3L I4 MPI SOHC Hyb IVTC,Hybrid,Honda,Insight,116073,Automatic,Base,JHMZE2H31BS012800,2011
5fb3573e4880f7092047c070,https://app.acvauctions.com/auction/2112275,4,10/15/2020,2112275,"$8,250 ","$6,225 ","$4,250 ",GREEN YELLOW,2008 Chevrolet Silverado 1500 LT,"Yorkville, NY",Blue (Dark),4WD,5.3L V8 SFI,Gas,Chevrolet,Silverado 1500,116245,Automatic,LT,2GCEK19J781100498,2008
5fb3520e4880f7092047bd78,https://app.acvauctions.com/auction/2156453,4,10/27/2020,2156453,"$4,550 ","$4,275 ","$3,800 ",GREEN YELLOW,2009 Jeep Liberty Sport,"East Brunswick, NJ",Silver,4WD,3.7L V6 MPI,Gas,Jeep,Liberty,116265,Automatic,Sport,1J8GN28K79W519616,2009
5fb346fbbb0128181cc8d50d,https://app.acvauctions.com/auction/2230841,4,11/14/2020,2230841,"$1,575 ","$1,150 ",$750 ,GREEN YELLOW,2000 Subaru Outback Base,"Norwalk, CT",Green,AWD,2.5L H-4 MPI DOHC,Gas,Subaru,Outback,116282,Automatic,Base,4S3BH6658Y7601635,2000
5fb350cf4880f7092047bc36,https://app.acvauctions.com/auction/2172678,4,10/30/2020,2172678,FALSE,FALSE,"$6,200 ",GREEN YELLOW,2010 Land Rover LR4 HSE,"Darien, CT",Black,4WD,5.0L V8 SFI,Gas,Land Rover,LR4,116322,Automatic,HSE,SALAK2D45AA533473,2010
5fb350694880f7092047bba9,https://app.acvauctions.com/auction/2182726,4,11/2/2020,2182726,"$2,775 ","$1,825 ","$2,800 ",GREEN YELLOW,2007 Jeep Grand Cherokee Laredo,"Saint James, NY",Gray,4WD,3.7L V6 MPI,Gas,Jeep,Grand Cherokee,116363,Automatic,Laredo,1J8GR48KX7C513727,2007
5fb35a2b4880f7092047c0ee,https://app.acvauctions.com/auction/2104181,4,10/14/2020,2104181,"$2,275 ","$1,875 ","$1,350 ",GREEN YELLOW,2005 Toyota Prius,"Hempstead, NY",Black,FWD,1.5L I4 EFI DOHC Hyb VVTi,Hybrid,Toyota,Prius,116376,Automatic,FALSE,JTDKB20U953082317,2005
5fb357564880f7092047c073,https://app.acvauctions.com/auction/2112263,4,10/15/2020,2112263,"$4,000 ","$4,125 ","$1,750 ",GREEN YELLOW,2013 Hyundai Elantra GLS,"Pittsfield, MA",Gray,FWD,1.8L I-4 MPI DOHC,Gas,Hyundai,Elantra,116379,Automatic,GLS,5NPDH4AEXDH279395,2013
5fb362924880f7092047c20a,https://app.acvauctions.com/auction/2085172,4,10/8/2020,2085172,"$5,575 ","$4,975 ","$4,850 ",GREEN YELLOW,2009 Toyota RAV4 Base,"Buzzards Bay, MA",Blue,4WD,2.5L I-4 SFI DOHC VVT-I,Gas,Toyota,RAV4,116443,Automatic,Base,JTMBF33V59D008309,2009
5fb353154880f7092047be6d,https://app.acvauctions.com/auction/2140681,4,10/22/2020,2140681,"$4,100 ","$3,850 ","$4,050 ",GREEN YELLOW,2011 Toyota Corolla S,"Rockville Centre, NY",Red,FWD,1.8L I-4 EFI DOHC,Gas,Toyota,Corolla,116527,Automatic,S,2T1BU4EE2BC673678,2011
5fb352bb4880f7092047bde9,https://app.acvauctions.com/auction/2148297,4,10/24/2020,2148297,"$8,850 ","$8,875 ","$5,700 ",GREEN YELLOW,2010 Ford F150 XLT,"Spofford, NH",Maroon,4WD,4.6L V8 EFI SOHC,Gas,Ford,F150,116542,Automatic,XLT,1FTEW1E84AKA23473,2010
5fb356104880f7092047c018,https://app.acvauctions.com/auction/2114199,4,10/16/2020,2114199,"$3,025 ","$2,925 ","$2,600 ",GREEN YELLOW,2007 Volvo S80,"Nashua, NH",Black,FWD,3.2L I-6 MPI,Gas,Volvo,S80,116580,Automatic,FALSE,YV1AS982271017440,2007
5fb353704880f7092047beeb,https://app.acvauctions.com/auction/2134131,4,10/21/2020,2134131,"$1,950 ","$1,675 ",$600 ,GREEN YELLOW,2009 Kia Optima LX,"Albany, NY",Brown,FWD,2.4L I-4 MPI DOHC,Gas,Kia,Optima,116626,Manual,LX,KNAGE228595365396,2009
5fb3534f4880f7092047bec7,https://app.acvauctions.com/auction/2135992,4,10/22/2020,2135992,"$5,625 ","$4,775 ","$3,500 ",GREEN YELLOW,2015 Ram C/V,"Laurel, MD",White,FWD,3.6L V6 MPI DOHC,Gas,Ram,C/V,116631,Automatic,FALSE,2C4JRGAG0FR681886,2015
5fb346c8bb0128181cc8d4df,https://app.acvauctions.com/auction/2234906,4,11/16/2020,2234906,"$6,750 ","$8,175 ","$5,100 ",GREEN YELLOW,2013 GMC Terrain SLE,"Red Hill, PA",Red,AWD,2.4L I-4 SIDI DOHC Flex,Flex,GMC,Terrain,116640,Automatic,SLE,2GKFLREK1D6143668,2013
5fb35b2e4880f7092047c116,https://app.acvauctions.com/auction/2102517,4,10/13/2020,2102517,"$1,925 ","$1,700 ","$2,450 ",GREEN YELLOW,2008 Jeep Patriot Sport,"Albany, NY",Tan,4WD,2.4L I-4 SFI SOHC,Gas,Jeep,Patriot,116644,Automatic,Sport,1J8FF28W68D682490,2008
5fb35d434880f7092047c15c,https://app.acvauctions.com/auction/2098017,4,10/13/2020,2098017,"$2,950 ","$3,150 ","$2,950 ",GREEN YELLOW,2010 Chevrolet Equinox LT,"Auburn, MA",Black,AWD,2.4L I-4 SIDI DOHC,Gas,Chevrolet,Equinox,116666,Automatic,LT,2CNFLEEW7A6202009,2010
5fb351d24880f7092047bd0f,https://app.acvauctions.com/auction/2163622,4,10/28/2020,2163622,"$5,700 ","$6,025 ","$2,700 ",GREEN YELLOW,2013 Chevrolet Equinox LT,"Latham, NY",Silver,AWD,2.4L I-4 SIDI DOHC Flex,Flex,Chevrolet,Equinox,116667,Automatic,LT,2GNFLEEKXD6108896,2013
5fb351a34880f7092047bcc6,https://app.acvauctions.com/auction/2167317,4,10/29/2020,2167317,"$3,275 ",,"$4,200 ",GREEN YELLOW,2013 Kia Soul Base,"Waco, TX",Beige,FWD,1.6L I-4 MPI DOHC,Gas,Kia,Soul,116739,Manual,Base,KNDJT2A52D7756301,2013
5fb34e534880f7092047b889,https://app.acvauctions.com/auction/2225286,4,11/12/2020,2225286,"$2,100 ","$2,000 ","$1,200 ",GREEN YELLOW,2006 Scion xA Base,"Latham, NY",Silver,FWD,1.5L I-4 EFI DOHC,Gas,Scion,XA,116787,Automatic,Base,JTKKT624560169936,2006
5fb34f614880f7092047ba1e,https://app.acvauctions.com/auction/2204388,4,11/7/2020,2204388,"$4,550 ","$4,275 ","$1,650 ",GREEN YELLOW,2009 Jeep Liberty Sport,"Riverhead, NY",Black,4WD,3.7L V6 MPI,Gas,Jeep,Liberty,116860,Automatic,Sport,1J8GN28K79W524685,2009
5fb355b54880f7092047bfbe,https://app.acvauctions.com/auction/2119620,4,10/17/2020,2119620,"$1,975 ","$1,825 ",$350 ,GREEN YELLOW,2010 Ford Focus SE,"Orchard Park, NY",Gray,FWD,2.0L I-4 SFI DOHC,Gas,Ford,Focus,116887,Automatic,SE,1FAHP3FN4AW129298,2010
5fb355d84880f7092047bfe9,https://app.acvauctions.com/auction/2116646,4,10/16/2020,2116646,"$2,450 ","$2,150 ","$2,100 ",GREEN YELLOW,2006 Toyota Prius,"Monroeville, PA",Gold,FWD,1.5L I4 EFI DOHC Hyb VVTi,Hybrid,Toyota,Prius,116901,Automatic,FALSE,JTDKB20U363128760,2006
5fb351d24880f7092047bd1b,https://app.acvauctions.com/auction/2162554,4,10/28/2020,2162554,"$4,900 ","$3,900 ","$2,400 ",GREEN YELLOW,2010 Ford Explorer Eddie Bauer,"Yorkville, NY",Gray,4WD,4.6L V8 EFI SOHC,Gas,Ford,Explorer,116933,Automatic,Eddie Bauer,1FMEU7E87AUA94594,2010
5fb350944880f7092047bbe4,https://app.acvauctions.com/auction/2178658,4,11/4/2020,2178658,"$1,475 ","$1,200 ",$600 ,GREEN YELLOW,2006 Nissan Sentra Base,"Springfield, NJ",Black,FWD,1.8L I-4 EFI DOHC,Gas,Nissan,Sentra,117173,Automatic,Base,3N1CB51D66L524709,2006
5fb352f74880f7092047be24,https://app.acvauctions.com/auction/2143581,4,10/23/2020,2143581,"$4,725 ","$4,725 ","$4,300 ",GREEN YELLOW,2009 Audi Q5 Premium,"Joliet, IL",Silver,AWD,3.2L V6 FSI DOHC,Gas,Audi,Q5,117195,Automatic,Premium,WA1KK78R59A019644,2009
